review,rv,rvYear,rvUnits,startYear,studyLength,sampleDepth,controlValue,trtValue,percentChange,norm,Duration of Study,Number of Species,Type of Species,Soil Sample Depth,doi,title,authors,authors_abbrev,pubyear,journal,volume_issue,pages
Cover Crops,particulate organic matter,1;2;3;4;5,mg/g soil,2011,5,0-30 cm,5.4,5.3,-1.85,2,More than 4 years,Single species,Non-legume,0-30 cm,10.2489/jswc.72.3.272,Impact of cover crop on soil carbon accrual in topographically diverse terrain,"Beehler, J., Fry, J., Negassa, W., & Kravchenko, A.",Beehler et al.,2017,Journal of Soil and Water Conservation,72(3),272-279
Cover Crops,particulate organic matter,1;2;3;4;5,mg/g soil,2011,5,0-30 cm,4.2,4.9,16.67,2,More than 4 years,Single species,Non-legume,0-30 cm,10.2489/jswc.72.3.272,Impact of cover crop on soil carbon accrual in topographically diverse terrain,"Beehler, J., Fry, J., Negassa, W., & Kravchenko, A.",Beehler et al.,2017,Journal of Soil and Water Conservation,72(3),272-279
Cover Crops,particulate organic matter,1;2;3;4;5,mg/g soil,2011,5,0-30 cm,4.4,5.2,18.18,2,More than 4 years,Single species,Non-legume,0-30 cm,10.2489/jswc.72.3.272,Impact of cover crop on soil carbon accrual in topographically diverse terrain,"Beehler, J., Fry, J., Negassa, W., & Kravchenko, A.",Beehler et al.,2017,Journal of Soil and Water Conservation,72(3),272-279
Cover Crops,"soil organic matter aliphatic (C-H) functional group, 2930/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,22,25.6,3.6,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aliphatic (C-H) functional group, 2930/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,17,19.4,2.4,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aliphatic (C-H) functional group, 2930/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,8.7,8.5,-0.2,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aliphatic (C-H) functional group, 2930/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-60 cm,4,7.9,3.9,2,More than 4 years,Single species,Non-legume,0-60 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aromatic (C-C) functional group, 1620/cm + 1530/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,32.3,29.7,-2.6,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aromatic (C-C) functional group, 1620/cm + 1530/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,31.9,32.1,0.2,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aromatic (C-C) functional group, 1620/cm + 1530/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,43.8,41.4,-2.4,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter aromatic (C-C) functional group, 1620/cm + 1530/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-60 cm,57.5,47.4,-10.1,2,More than 4 years,Single species,Non-legume,0-60 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1159/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,4.8,4.5,-0.3,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1159/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,4.6,5,0.4,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1159/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,5.7,5.6,-0.1,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1159/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-60 cm,6.8,6.4,-0.4,2,More than 4 years,Single species,Non-legume,0-60 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1022/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,40.9,40.3,-0.6,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1022/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,46.4,43.5,-2.9,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1022/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-30 cm,41.7,44.5,2.8,2,More than 4 years,Single species,Non-legume,0-30 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"soil organic matter C-O functional group, 1022/cm",1;2;3;4;5;6;7,"relative peak area, %",2011,7,0-60 cm,31.7,38.4,6.7,2,More than 4 years,Single species,Non-legume,0-60 cm,10.1016/j.soilbio.2020.107899,Winter rye does not increase microbial necromass contributions to soil organic carbon in continuous corn silage in North Central US,"West, J.R., Cates, A.M., Ruark, M.D., Deiss, L., Whitman, T., & Rui, Y.",West et al.,2020,Soil Biology and Biochemistry,148,107899
Cover Crops,"particulate organic matter, corn for grain",4,g/kg soil,2014,4,0-30 cm,65.7,57.7,-12.18,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for grain",4,g/kg soil,2014,4,0-30 cm,65.7,67.9,3.35,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for grain",4,g/kg soil,2014,4,0-30 cm,55.6,48.1,-13.49,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for grain",4,g/kg soil,2014,4,0-30 cm,55.6,52.5,-5.58,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for silage",4,g/kg soil,2014,4,0-30 cm,62,71.4,15.16,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for silage",4,g/kg soil,2014,4,0-30 cm,62,75.7,22.1,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for silage",4,g/kg soil,2014,4,0-30 cm,47.3,51.1,8.03,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter, corn for silage",4,g/kg soil,2014,4,0-30 cm,47.3,52.8,11.63,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
